Kanji,Hiragana,English
問う,とう,"to ask, to question, to charge (i.e. with a crime), to accuse, without regard to (neg)"
裸足,はだし,barefoot
仲人,ちゅうにん,"go-between, matchmaker"
飽和,ほうわ,saturation
知的,ちてき,intellectual
増強,ぞうきょう,"augment, reinforce, increase"
,ユニーク,unique
取り扱い,とりあつかい,"treatment, service, handling, management"
不動産,ふどうさん,real estate
寝かせる,ねかせる,"to put to bed, to lay down, to ferment"
訴訟,そしょう,"litigation, lawsuit"
上昇,じょうしょう,"rising, ascending, climbing"
部,ぶ,"department, part, category, counter for copies of a newspaper or magazine"
じゃん拳,じゃんけん,rock-scissors-paper game
可哀想,かわいそう,"poor, pitiable, pathetic"
是非とも,ぜひとも,by all means (with sense of not taking no for an answer)
華奢,かしゃ,"luxury, pomp, delicate, slender, gorgeous"
発病,はつびょう,attack (disease)
御負け,おまけ,"1. a discount, a prize, 2. something additional, bonus, an extra, 3. an exaggeration"
付属,ふぞく,"attached, belonging, affiliated, annexed, associated, subordinate, incidental, dependent, auxiliary"
,フェリー,ferry
其れから,それから,"and then, after that"
断然,だんぜん,"firmly, absolutely, definitely"
著名,ちょめい,"well-known, noted, celebrated"
あざ笑う,あざわらう,"to sneer at, to ridicule"
天皇,すめらぎ,Emperor of Japan
敏感,びんかん,"sensibility, susceptibility, sensitive (to), well attuned to"
この間,このあいだ,"the other day, lately, recently"
上位,じょうい,"superior (rank not class), higher order (e.g. byte), host computer (of connected device)"
迅速,じんそく,"quick, fast, rapid, swift, prompt"
名簿,めいぼ,register of names
密か,ひそか,"secret, private, surreptitious"
了承,りょうしょう,"acknowledgement, understanding (e.g. please be understanding of the mess during our renovation)"
,ブザー,buzzer
譲歩,じょうほ,"concession, conciliation, compromise"
探検,たんけん,"exploration, expedition"
共和,きょうわ,"republicanism, cooperation"
転回,てんかい,"revolution, rotation"
脈,みゃく,pulse
,システム,system
皺,しわ,"wrinkles, creases"
出題,しゅつだい,proposing a question
密度,みつど,density
すれ違う,すれちがう,"to pass by one another, to disagree, to miss each other"
一切,いっさい,"all, everything, without exception, the whole, entirely, absolutely"
原点,げんてん,"origin (coordinates), starting point"
,オープン,open
洋風,ようふう,western style
年鑑,ねんかん,yearbook
照明,しょうめい,illumination
不振,ふしん,"dullness, depression, slump, stagnation"
良質,りょうしつ,"good quality, superior quality"
興奮,こうふん,"excitement, stimulation, agitation, arousal"
逆上る,さかのぼる,"to go back, to go upstream, to make retroactive"
斜面,しゃめん,"slope, slanting surface, bevel"
空間,あきま,"vacancy, room for rent or lease"
殆ど,ほとんど,"mostly, almost"
或る,ある,"a certain..., some..."
向け,むけ,"for ~, oriented towards ~"
天地,あめつち,"heaven and earth, the universe, nature, top and bottom, realm, sphere, world"
難,なん,"difficulty, hardships, defect"
減点,げんてん,"subtract, give a demerit"
無念,むねん,"chagrin, regret"
交わす,かわす,"to exchange (messages), to dodge, to parry, to avoid, to turn aside"
化石,かせき,"fossil, petrifaction, fossilization"
公用,こうよう,"government business, public use, public expense"
意気込む,いきごむ,to be enthusiastic about
一括,いっかつ,"all together, batch, one lump, one bundle, summing up"
公認,こうにん,"official recognition, authorization, licence, accreditation"
判,はん,"seal, stamp, monogram signature, judgment"
清濁,せいだく,"good and evil, purity and impurity"
不在,ふざい,absence
織る,おる,to weave
,ロマンチック,romantic
,カメラマン,cameraman
備わる,そなわる,"to be furnished with, to be endowed with, to possess, to be among, to be one of, to be possessed of"
起こす,おこす,"to raise, to cause, to wake someone"
一挙に,いっきょに,"at a stroke, with a single swoop"
落ち葉,おちば,"fallen leaves, leaf litter, defoliation, shedding leaves"
復興,ふっこう,"revival, renaissance, reconstruction"
刑罰,けいばつ,"judgement, penalty, punishment"
,ラベル,label
無闇に,むやみに,"unreasonably, absurdly, recklessly, indiscreetly, at random"
彼方,あちら,"1. there, yonder, that"
名誉,めいよ,"honor, credit, prestige"
好調,こうちょう,"favourable, promising, satisfactory, in good shape"
連中,れんじゅう,"colleagues, company, a lot"
改悪,かいあく,"deterioration, changing for the worse"
居住,きょじゅう,residence
準急,じゅんきゅう,local express (train slower than an express)
刷り,すり,printing
檻,おり,"cage, pen, jail cell"
卑しい,いやしい,"greedy, vulgar, shabby, humble, base, mean, vile"
人材,じんざい,man of talent
一気,いっき,drink!(said repeatedly as a party cheer)
古代,こだい,ancient times
割合に,わりあいに,comparatively
遅らす,おくらす,"to retard, to delay"
明るい,あかるい,"bright, cheerful"
傾ける,かたむける,"to incline, to list, to bend, to lean, to tip, to tilt, to slant, to concentrate on, to ruin (a country), to"
着色,ちゃくしょく,"colouring, coloring"
噛み切る,かみきる,"to bite off, to gnaw through"
三日月,みかずき,"new moon, crescent moon"
働,どう,"work, labor"
毟る,むしる,"to pluck, to pick, to tear"
,メッセージ,message
保つ,たもつ,"to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we"
取り締まり,とりしまり,"control, management, supervision"
失調,しっちょう,lack of harmony
脱する,だっする,"to escape from, to get out"
模索,もさく,groping (for)
落とす,おとす,"to drop, to lose, to let fall"
打付ける,ぶつける,"to knock, to run into, to nail on, to strike hard, to hit and attack"
得点,とくてん,"score, points made, marks obtained, runs"
細胞,さいぼう,cell (biology)
経路,けいろ,"course, route, channel"
独創,どくそう,originality
感触,かんしょく,"sense of touch, feeling, sensation"
,チャンネル,a channel
系,けい,"system, lineage, group"
捻子,ねじ,"screw, helix, spiral"
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance"
賛成,さんせい,"approval, agreement, support, favour"
如何,いかが,"how, in what way"
誘導,ゆうどう,"guidance, leading, induction, introduction, incitement, inducement"
鉱業,こうぎょう,mining industry
束の間,つかのま,"moment, brief time, brief, transient"
固有,こゆう,"characteristic, tradition, peculiar, inherent, eigen-"
,うんざり,"tedious, boring, being fed up with"
本質,ほんしつ,"essence, true nature, reality"
下調べ,したしらべ,"preliminary investigation, preparation"
策,さく,"plan, policy"
何時までも,いつまでも,"forever, for good, eternally, as long as one likes, indefinitely"
暴風,ぼうふう,"storm, windstorm, gale"
体付き,からだつき,"body build, figure"
独裁,どくさい,"dictatorship, despotism"
一頃,ひところ,"once, some time ago"
質疑,しつぎ,question
粉々,こなごな,in very small pieces
始めまして,はじめまして,"How do you do?, I am glad to meet you"
,デザート,dessert
箪笥,たんす,chest of drawers
日向,ひなた,"sunny place, in the sun"
対処,たいしょ,"deal with, cope"
乙,おつ,"1. strange, quaint, stylish, chic, spicy, queer, witty, tasty, romantic, 2. 2nd in rank, second sign of the"
資格,しかく,"qualifications, requirements, capabilities"
潜水,せんすい,diving
一筋,ひとすき,"a line, earnestly, blindly, straightforwardly"
冊,さつ,counter for books
,てんで,"(not) at all, altogether, entirely"
建前,たてまえ,"face, official stance, public position or attitude (as opposed to private thoughts)"
惑星,わくせい,planet
印鑑,いんかん,"stamp, seal"
独自,どくじ,"original, peculiar, characteristic"
穂,ほ,"ear (of plant), head (of plant)"
栄える,さかえる,"to prosper, to flourish"
犠牲,ぎせい,sacrifice
権限,けんげん,"power, authority, jurisdiction"
市街,しがい,"urban areas, the streets, town, city"
水田,すいでん,(water-filled) paddy field
腿,もも,"thigh, femur"
浮気,うわき,"flighty, fickle, wanton, unfaithful"
黒字,くろじ,balance (figure) in the black
暴力,ぼうりょく,violence
憂鬱,ゆううつ,"depression, melancholy, dejection, gloom"
無論,むろん,"of course, naturally"
法廷,ほうてい,courtroom
清らか,きよらか,"clean, pure, chaste"
対抗,たいこう,"opposition, antagonism"
凡ゆる,あらゆる,"all, every"
積もり,つもり,"intention, plan"
液,えき,"liquid, fluid"
途中,つちゅう,"on the way, en route"
何々,どれどれ,which (emphatic)
公団,こうだん,public corporation
冷やかす,ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate"
若しくは,もしくは,"or, otherwise"
快い,こころよい,"pleasant, agreeable"
案じる,あんじる,"to be anxious, to ponder"
統治,とうじ,"rule, reign, government, governing"
,ダウン,down
本格,ほんかく,"propriety, fundamental rules"
念,ねん,"sense, idea, thought, feeling, desire, concern, attention, care"
文語,ぶんご,"written language, literary language"
粋,いき,"chic, style, purity, essence"
嵩む,かさむ,"to pile up, to increase"
衛生,えいせい,"health, hygiene, sanitation, medical"
何故なら,なぜなら,because
消息,しょうそく,"news, letter, circumstances"
,がる,feel
歯科,しか,dentistry
,どうにか,"in some way or other, one way or another"
,オートマチック,automatic
癌,がん,cancer
裏返し,うらがえし,"inside out, upside down"
勧誘,かんゆう,"invitation, solicitation, canvassing, inducement, persuasion, encouragement"
噴出,ふんしゅつ,"spewing, gushing, spouting, eruption, effusion"
無線,むせん,"wireless, radio"
文,ふみ,"letter, writings"
悟る,さとる,"to attain enlightenment, to perceive, to understand, to discern"
落下,らっか,"fall, drop, come down"
兼ねて,かねて,simultaneously
距離,きょり,"distance, range"
沈める,しずめる,"to sink, to submerge"
協会,きょうかい,"association, society, organization"
通,つう,"connoisseur, counter for letters"
会,え,understanding
作り,つくり,"make-up, sliced raw fish"
調理,ちょうり,cooking
聴診器,ちょうしんき,stethoscope
誂える,あつらえる,"to give an order, to place an order"
即する,そくする,"to conform to, to agree with, to be adapted to, to be based on"
